"customer_id","company_name","industry","company_size","country_code","timezone","subscription_id","subscription_status","plan_id","mrr_usd","start_date","end_date","billing_cycle","cancellation_reason","plan_name","plan_tier","monthly_price_usd"
983,"OrbitCorp","E-commerce","medium","AU","Australia/Sydney",1519,"active",4,32.50,"2023-05-19",NULL,"annual",NULL,"Professional","professional",39.00
984,"QuarkLabs","Manufacturing","small","DE","Europe/Berlin",1520,"expired",4,39.00,"2023-08-31","2023-11-05","monthly","Missing features","Professional","professional",39.00
984,"QuarkLabs","Manufacturing","small","DE","Europe/Berlin",1521,"active",4,32.50,"2023-11-05",NULL,"annual",NULL,"Professional","professional",39.00
985,"CloudIO","Media","small","SG","Asia/Singapore",1522,"active",2,10.00,"2023-08-10",NULL,"annual",NULL,"Starter","starter",12.00
986,"Sage Studio","Telecommunications","small","CA","America/Toronto",1523,"cancelled",1,0.00,"2023-10-09","2024-01-22","monthly",NULL,"Free","free",0.00
986,"Sage Studio","Telecommunications","small","CA","America/Toronto",1524,"cancelled",3,19.00,"2024-01-22","2025-08-07","monthly","Not using it","Starter Plus","starter",19.00
987,"DataOps","Real Estate","small","US","America/New_York",1525,"expired",3,19.00,"2024-03-18","2024-12-24","monthly","Too expensive","Starter Plus","starter",19.00
987,"DataOps","Real Estate","small","US","America/New_York",1526,"cancelled",2,12.00,"2024-12-24","2024-06-05","monthly","Budget cuts","Starter","starter",12.00
988,"Arc Systems","Healthcare","enterprise","US","America/Los_Angeles",1527,"expired",1,0.00,"2023-06-20","2024-03-10","monthly","Budget cuts","Free","free",0.00
988,"Arc Systems","Healthcare","enterprise","US","America/Los_Angeles",1528,"expired",4,32.50,"2024-03-10","2025-03-10","annual","Company reorganization","Professional","professional",39.00
988,"Arc Systems","Healthcare","enterprise","US","America/Los_Angeles",1529,"active",4,32.50,"2025-03-10",NULL,"annual",NULL,"Professional","professional",39.00
989,"MistDynamics","E-commerce","medium","AU","Australia/Sydney",1530,"active",3,16.15,"2023-08-08",NULL,"monthly",NULL,"Starter Plus","starter",19.00
990,"Data Platform","Legal","large","JP","Asia/Tokyo",1531,"cancelled",2,9.00,"2025-04-16","2025-10-08","annual","Not using it","Starter","starter",12.00
990,"Data Platform","Legal","large","JP","Asia/Tokyo",1532,"cancelled",5,59.00,"2025-10-08","2025-12-08","monthly",NULL,"Professional Plus","professional",59.00
990,"Data Platform","Legal","large","JP","Asia/Tokyo",1533,"cancelled",6,66.00,"2025-12-08","2025-08-24","annual","Company reorganization","Enterprise","enterprise",99.00
991,"PulseDynamics","Marketing","medium","JP","Asia/Tokyo",1534,"cancelled",1,0.00,"2024-05-17","2025-02-27","annual","Budget cuts","Free","free",0.00
991,"PulseDynamics","Marketing","medium","JP","Asia/Tokyo",1535,"cancelled",5,59.00,"2025-02-27","2025-09-12","monthly","Budget cuts","Professional Plus","professional",59.00
991,"PulseDynamics","Marketing","medium","JP","Asia/Tokyo",1536,"active",2,9.00,"2025-09-12",NULL,"annual",NULL,"Starter","starter",12.00
992,"Jet Group","Consulting","small","AU","Australia/Sydney",1537,"active",1,0.00,"2024-11-28",NULL,"monthly",NULL,"Free","free",0.00
993,"Bolt Hub","Logistics","large","US","America/New_York",1538,"active",4,39.00,"2025-04-07",NULL,"monthly",NULL,"Professional","professional",39.00
994,"OnyxPro","Technology","large","US","America/Los_Angeles",1539,"cancelled",5,50.15,"2025-02-09","2025-05-15","monthly","Too expensive","Professional Plus","professional",59.00
994,"OnyxPro","Technology","large","US","America/Los_Angeles",1540,"expired",2,12.00,"2025-05-15","2025-10-24","monthly",NULL,"Starter","starter",12.00
994,"OnyxPro","Technology","large","US","America/Los_Angeles",1541,"active",5,59.00,"2025-10-24",NULL,"monthly",NULL,"Professional Plus","professional",59.00
995,"Warp Cloud","Media","medium","US","America/New_York",1542,"cancelled",2,10.00,"2024-09-05","2025-04-25","annual","Not using it","Starter","starter",12.00
996,"XenonPro","Media","small","AU","Australia/Sydney",1543,"paused",2,12.00,"2023-11-26",NULL,"monthly",NULL,"Starter","starter",12.00
997,"Edge AI","Education","enterprise","US","America/New_York",1544,"cancelled",1,0.00,"2025-01-26","2025-10-25","annual","Company reorganization","Free","free",0.00
998,"Trek Hub","E-commerce","medium","SG","Asia/Singapore",1545,"active",2,12.00,"2024-02-14",NULL,"monthly",NULL,"Starter","starter",12.00
999,"Pulse Corp","Insurance","large","US","America/Los_Angeles",1546,"active",1,0.00,"2025-09-10",NULL,"monthly",NULL,"Free","free",0.00
1000,"SyncStack","Marketing","enterprise","IN","Asia/Kolkata",1547,"active",1,0.00,"2025-01-08",NULL,"annual",NULL,"Free","free",0.00
1001,"Flow IO","Manufacturing","small","AU","Australia/Sydney",1548,"cancelled",1,0.00,"2025-07-29","2025-10-30","annual","Too expensive","Free","free",0.00
1001,"Flow IO","Manufacturing","small","AU","Australia/Sydney",1549,"cancelled",4,39.00,"2025-10-30","2025-09-18","monthly","Company reorganization","Professional","professional",39.00
1002,"RushWorks","Finance","medium","BR","America/Sao_Paulo",1550,"expired",4,39.00,"2024-10-16","2025-06-28","monthly","Missing features","Professional","professional",39.00
1002,"RushWorks","Finance","medium","BR","America/Sao_Paulo",1551,"cancelled",6,79.20,"2025-06-28","2025-10-20","monthly","Not using it","Enterprise","enterprise",99.00
1002,"RushWorks","Finance","medium","BR","America/Sao_Paulo",1552,"cancelled",4,31.20,"2025-10-20","2025-10-12","monthly","Switched competitor","Professional","professional",39.00
1003,"LinkWorks","Healthcare","medium","FR","Europe/Paris",1553,"active",3,19.00,"2024-04-10",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1004,"MetaPlatform","Logistics","large","GB","Europe/London",1554,"cancelled",1,0.00,"2024-02-21","2024-08-25","annual","Switched competitor","Free","free",0.00
1004,"MetaPlatform","Logistics","large","GB","Europe/London",1555,"expired",3,15.83,"2024-08-25","2025-05-04","annual","Missing features","Starter Plus","starter",19.00
1004,"MetaPlatform","Logistics","large","GB","Europe/London",1556,"active",5,53.10,"2025-05-04",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1005,"WarpGroup","Consulting","enterprise","IN","Asia/Kolkata",1557,"active",6,99.00,"2025-01-07",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
1006,"LunaSoftware","Insurance","small","BR","America/Sao_Paulo",1558,"active",4,39.00,"2024-06-20",NULL,"monthly",NULL,"Professional","professional",39.00
1007,"OnyxNet","Legal","small","BR","America/Sao_Paulo",1559,"active",2,10.00,"2024-02-06",NULL,"annual",NULL,"Starter","starter",12.00
1008,"DataTech","Healthcare","enterprise","US","America/Chicago",1560,"active",1,0.00,"2023-08-20",NULL,"monthly",NULL,"Free","free",0.00
1009,"LinkDigital","Manufacturing","small","US","America/Los_Angeles",1561,"active",2,10.20,"2023-03-17",NULL,"monthly",NULL,"Starter","starter",12.00
1010,"FlowAnalytics","Legal","large","FR","Europe/Paris",1562,"cancelled",1,0.00,"2024-10-07","2025-09-09","monthly","Too expensive","Free","free",0.00
1011,"Zeal Labs","Technology","small","US","America/New_York",1563,"active",1,0.00,"2025-06-11",NULL,"annual",NULL,"Free","free",0.00
1012,"Luna Hub","E-commerce","small","IN","Asia/Kolkata",1564,"expired",6,82.50,"2023-04-22","2023-09-22","annual","Missing features","Enterprise","enterprise",99.00
1012,"Luna Hub","E-commerce","small","IN","Asia/Kolkata",1565,"expired",4,39.00,"2023-09-22","2023-12-22","monthly",NULL,"Professional","professional",39.00
1012,"Luna Hub","E-commerce","small","IN","Asia/Kolkata",1566,"active",5,49.17,"2023-12-22",NULL,"annual",NULL,"Professional Plus","professional",59.00
1013,"SyncPro","Healthcare","small","DE","Europe/Berlin",1567,"active",5,59.00,"2023-09-01",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1014,"Peak Studio","Real Estate","large","US","America/Chicago",1568,"active",1,0.00,"2023-02-18",NULL,"annual",NULL,"Free","free",0.00
1015,"QuarkVentures","Manufacturing","enterprise","BR","America/Sao_Paulo",1569,"active",3,19.00,"2024-01-20",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1016,"Iris Studio","Real Estate","medium","SG","Asia/Singapore",1570,"cancelled",2,10.00,"2024-05-27","2025-02-10","annual",NULL,"Starter","starter",12.00
1016,"Iris Studio","Real Estate","medium","SG","Asia/Singapore",1571,"active",5,53.10,"2025-02-10",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1017,"Zeal Platform","Education","enterprise","US","America/Los_Angeles",1572,"expired",1,0.00,"2024-12-17","2025-08-29","monthly","Budget cuts","Free","free",0.00
1017,"Zeal Platform","Education","enterprise","US","America/Los_Angeles",1573,"cancelled",4,39.00,"2025-08-29","2025-08-20","monthly","Not using it","Professional","professional",39.00
1018,"BoltStack","Legal","small","DE","Europe/Berlin",1574,"expired",6,82.50,"2024-09-08","2025-01-23","annual","Switched competitor","Enterprise","enterprise",99.00
1018,"BoltStack","Legal","small","DE","Europe/Berlin",1575,"expired",3,12.67,"2025-01-23","2025-08-28","annual","Missing features","Starter Plus","starter",19.00
1018,"BoltStack","Legal","small","DE","Europe/Berlin",1576,"active",2,10.00,"2025-08-28",NULL,"annual",NULL,"Starter","starter",12.00
1019,"Jet Net","Real Estate","medium","AU","Australia/Sydney",1577,"active",3,15.83,"2025-02-20",NULL,"annual",NULL,"Starter Plus","starter",19.00
1020,"Jade Logic","Real Estate","medium","IN","Asia/Kolkata",1578,"cancelled",1,0.00,"2025-04-08","2025-09-30","monthly","Missing features","Free","free",0.00
1020,"Jade Logic","Real Estate","medium","IN","Asia/Kolkata",1579,"active",5,49.17,"2025-09-30",NULL,"annual",NULL,"Professional Plus","professional",59.00
1021,"ZealSoftware","Marketing","medium","IN","Asia/Kolkata",1580,"active",4,39.00,"2023-06-02",NULL,"monthly",NULL,"Professional","professional",39.00
1022,"GlowAnalytics","Technology","enterprise","US","America/New_York",1581,"active",1,0.00,"2024-06-10",NULL,"annual",NULL,"Free","free",0.00
1023,"DataSystems","Insurance","medium","JP","Asia/Tokyo",1582,"active",6,99.00,"2025-09-19",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
1024,"Arc Hub","Finance","enterprise","SG","Asia/Singapore",1583,"active",1,0.00,"2023-02-21",NULL,"annual",NULL,"Free","free",0.00
1025,"FluxHQ","Education","medium","US","America/Los_Angeles",1584,"expired",1,0.00,"2024-02-26","2024-12-25","annual","Too expensive","Free","free",0.00
1025,"FluxHQ","Education","medium","US","America/Los_Angeles",1585,"active",5,49.17,"2024-12-25",NULL,"annual",NULL,"Professional Plus","professional",59.00
1026,"VineIO","Retail","medium","AU","Australia/Sydney",1586,"cancelled",1,0.00,"2023-09-27","2025-10-23","monthly","Missing features","Free","free",0.00
1027,"Drift Platform","Healthcare","small","IN","Asia/Kolkata",1587,"expired",2,12.00,"2024-07-11","2025-06-25","monthly",NULL,"Starter","starter",12.00
1027,"Drift Platform","Healthcare","small","IN","Asia/Kolkata",1588,"active",6,74.25,"2025-06-25",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
1028,"GlowOps","Consulting","medium","JP","Asia/Tokyo",1589,"active",3,15.83,"2024-11-14",NULL,"annual",NULL,"Starter Plus","starter",19.00
1029,"GridLogic","Healthcare","small","CA","America/Toronto",1590,"cancelled",5,59.00,"2025-05-03","2025-06-19","monthly",NULL,"Professional Plus","professional",59.00
1030,"Hive Corp","Finance","medium","JP","Asia/Tokyo",1591,"expired",3,15.83,"2025-02-15","2025-08-11","annual","Not using it","Starter Plus","starter",19.00
1030,"Hive Corp","Finance","medium","JP","Asia/Tokyo",1592,"active",5,49.17,"2025-08-11",NULL,"annual",NULL,"Professional Plus","professional",59.00
1031,"Rift Works","Manufacturing","small","IN","Asia/Kolkata",1593,"active",2,12.00,"2024-12-20",NULL,"monthly",NULL,"Starter","starter",12.00
1032,"ZenOps","Healthcare","medium","CA","America/Toronto",1594,"active",1,0.00,"2024-06-14",NULL,"monthly",NULL,"Free","free",0.00
1033,"WarpLabs","Finance","small","SG","Asia/Singapore",1595,"active",4,32.50,"2023-03-30",NULL,"annual",NULL,"Professional","professional",39.00
1034,"CoreSystems","Manufacturing","medium","US","America/Los_Angeles",1596,"cancelled",1,0.00,"2024-08-07","2025-07-12","monthly","Missing features","Free","free",0.00
1035,"JadeVentures","Logistics","small","GB","Europe/London",1597,"expired",2,12.00,"2025-09-02","2025-11-02","monthly",NULL,"Starter","starter",12.00
1035,"JadeVentures","Logistics","small","GB","Europe/London",1598,"cancelled",6,74.25,"2025-11-02","2025-10-03","annual","Not using it","Enterprise","enterprise",99.00
1036,"Mist Works","Retail","large","BR","America/Sao_Paulo",1599,"active",5,59.00,"2024-10-03",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1037,"SageStack","Marketing","small","GB","Europe/London",1600,"cancelled",3,13.46,"2024-11-03","2025-07-30","annual","Company reorganization","Starter Plus","starter",19.00
1038,"DriftIO","Consulting","medium","JP","Asia/Tokyo",1601,"active",1,0.00,"2023-06-07",NULL,"annual",NULL,"Free","free",0.00
1039,"Peak Dynamics","Marketing","large","JP","Asia/Tokyo",1602,"active",3,19.00,"2024-12-13",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1040,"Vine Works","Retail","small","DE","Europe/Berlin",1603,"active",3,19.00,"2023-05-24",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1041,"Ion Ops","Media","large","BR","America/Sao_Paulo",1604,"active",1,0.00,"2023-07-19",NULL,"monthly",NULL,"Free","free",0.00
1042,"Warp Works","Legal","medium","US","America/Los_Angeles",1605,"cancelled",3,15.83,"2023-08-15","2024-04-10","annual","Too expensive","Starter Plus","starter",19.00
1042,"Warp Works","Legal","medium","US","America/Los_Angeles",1606,"expired",4,39.00,"2024-04-10","2024-12-20","monthly","Budget cuts","Professional","professional",39.00
1042,"Warp Works","Legal","medium","US","America/Los_Angeles",1607,"active",5,47.20,"2024-12-20",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1043,"NexusSystems","Telecommunications","medium","BR","America/Sao_Paulo",1608,"active",1,0.00,"2023-07-23",NULL,"annual",NULL,"Free","free",0.00
1044,"Xenon Software","Manufacturing","small","US","America/Chicago",1609,"expired",2,12.00,"2023-08-10","2024-07-22","monthly","Switched competitor","Starter","starter",12.00
1044,"Xenon Software","Manufacturing","small","US","America/Chicago",1610,"cancelled",1,0.00,"2024-07-22","2025-04-17","monthly",NULL,"Free","free",0.00
1044,"Xenon Software","Manufacturing","small","US","America/Chicago",1611,"active",3,19.00,"2025-04-17",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1045,"Nexus Analytics","Retail","small","FR","Europe/Paris",1612,"cancelled",2,10.00,"2023-12-29","2024-11-20","annual","Missing features","Starter","starter",12.00
1046,"JadeAI","Retail","small","CA","America/Toronto",1613,"active",1,0.00,"2025-05-27",NULL,"monthly",NULL,"Free","free",0.00
1047,"DataWorks","Real Estate","medium","AU","Australia/Sydney",1614,"expired",3,12.67,"2023-05-22","2024-03-31","annual",NULL,"Starter Plus","starter",19.00
1047,"DataWorks","Real Estate","medium","AU","Australia/Sydney",1615,"active",5,59.00,"2024-03-31",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1048,"UltraNet","Education","small","JP","Asia/Tokyo",1616,"active",1,0.00,"2024-03-14",NULL,"annual",NULL,"Free","free",0.00
1049,"OnyxPlatform","Telecommunications","small","US","America/Chicago",1617,"active",2,10.00,"2025-06-08",NULL,"annual",NULL,"Starter","starter",12.00
1050,"Grid Cloud","Education","small","JP","Asia/Tokyo",1618,"cancelled",4,32.50,"2025-09-13","2025-11-12","annual","Budget cuts","Professional","professional",39.00
1050,"Grid Cloud","Education","small","JP","Asia/Tokyo",1619,"active",5,47.20,"2025-11-12",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1051,"BeamHQ","Insurance","medium","FR","Europe/Paris",1620,"active",6,82.50,"2024-06-11",NULL,"annual",NULL,"Enterprise","enterprise",99.00
1052,"Luna Net","Media","enterprise","US","America/Chicago",1621,"active",1,0.00,"2025-06-18",NULL,"annual",NULL,"Free","free",0.00
1053,"Kite Hub","Consulting","medium","JP","Asia/Tokyo",1622,"expired",1,0.00,"2024-05-06","2024-11-13","annual","Switched competitor","Free","free",0.00
1053,"Kite Hub","Consulting","medium","JP","Asia/Tokyo",1623,"active",3,17.10,"2024-11-13",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1054,"NexusTech","Insurance","enterprise","SG","Asia/Singapore",1624,"expired",2,9.00,"2024-02-06","2024-11-24","annual","Company reorganization","Starter","starter",12.00
1054,"NexusTech","Insurance","enterprise","SG","Asia/Singapore",1625,"cancelled",2,9.00,"2024-11-24","2025-08-17","annual","Not using it","Starter","starter",12.00
1054,"NexusTech","Insurance","enterprise","SG","Asia/Singapore",1626,"cancelled",2,12.00,"2025-08-17","2024-07-26","monthly",NULL,"Starter","starter",12.00
1055,"NovaSoftware","Legal","large","GB","Europe/London",1627,"cancelled",1,0.00,"2023-06-26","2024-06-22","annual","Switched competitor","Free","free",0.00
1056,"UnitCorp","Logistics","enterprise","BR","America/Sao_Paulo",1628,"cancelled",3,19.00,"2023-06-20","2024-03-20","monthly","Budget cuts","Starter Plus","starter",19.00
1056,"UnitCorp","Logistics","enterprise","BR","America/Sao_Paulo",1629,"expired",1,0.00,"2024-03-20","2024-08-22","annual","Budget cuts","Free","free",0.00
1056,"UnitCorp","Logistics","enterprise","BR","America/Sao_Paulo",1630,"active",6,82.50,"2024-08-22",NULL,"annual",NULL,"Enterprise","enterprise",99.00
1057,"UltraDynamics","Education","medium","US","America/Chicago",1631,"cancelled",4,39.00,"2025-04-07","2025-10-13","monthly","Company reorganization","Professional","professional",39.00
1057,"UltraDynamics","Education","medium","US","America/Chicago",1632,"active",3,12.67,"2025-10-13",NULL,"annual",NULL,"Starter Plus","starter",19.00
1058,"QuarkAnalytics","Insurance","medium","BR","America/Sao_Paulo",1633,"active",1,0.00,"2025-05-31",NULL,"monthly",NULL,"Free","free",0.00
1059,"Pulse Ops","Telecommunications","medium","CA","America/Toronto",1634,"expired",5,49.17,"2025-07-05","2025-09-03","annual","Switched competitor","Professional Plus","professional",59.00
1059,"Pulse Ops","Telecommunications","medium","CA","America/Toronto",1635,"active",4,26.00,"2025-09-03",NULL,"annual",NULL,"Professional","professional",39.00
1060,"ZenPro","Retail","small","JP","Asia/Tokyo",1636,"active",1,0.00,"2025-04-10",NULL,"annual",NULL,"Free","free",0.00
1061,"Vine Pro","Legal","small","SG","Asia/Singapore",1637,"active",2,12.00,"2025-03-28",NULL,"monthly",NULL,"Starter","starter",12.00
1062,"WaveSolutions","Retail","large","BR","America/Sao_Paulo",1638,"expired",2,10.00,"2025-08-07","2025-10-25","annual","Budget cuts","Starter","starter",12.00
1062,"WaveSolutions","Retail","large","BR","America/Sao_Paulo",1639,"active",6,70.12,"2025-10-25",NULL,"annual",NULL,"Enterprise","enterprise",99.00
1063,"Rush Stack","Retail","large","JP","Asia/Tokyo",1640,"expired",5,49.17,"2024-04-26","2024-08-22","annual",NULL,"Professional Plus","professional",59.00
1063,"Rush Stack","Retail","large","JP","Asia/Tokyo",1641,"cancelled",1,0.00,"2024-08-22","2025-08-29","monthly","Not using it","Free","free",0.00
1064,"ZenAI","Legal","small","US","America/Chicago",1642,"expired",3,15.83,"2025-02-09","2025-06-02","annual","Not using it","Starter Plus","starter",19.00
1064,"ZenAI","Legal","small","US","America/Chicago",1643,"active",1,0.00,"2025-06-02",NULL,"annual",NULL,"Free","free",0.00
1065,"HubSystems","Healthcare","small","US","America/Los_Angeles",1644,"active",3,15.83,"2024-11-08",NULL,"annual",NULL,"Starter Plus","starter",19.00
1066,"MetaGroup","E-commerce","small","DE","Europe/Berlin",1645,"active",2,12.00,"2023-07-03",NULL,"monthly",NULL,"Starter","starter",12.00
1067,"RiftLogic","Finance","small","US","America/New_York",1646,"cancelled",1,0.00,"2023-05-12","2024-04-06","monthly","Company reorganization","Free","free",0.00
1068,"KeenGroup","Insurance","large","BR","America/Sao_Paulo",1647,"cancelled",4,31.20,"2023-10-10","2024-08-13","monthly","Missing features","Professional","professional",39.00
1069,"Bolt Analytics","Healthcare","large","US","America/Los_Angeles",1648,"cancelled",2,10.00,"2024-09-20","2024-12-12","annual",NULL,"Starter","starter",12.00
1069,"Bolt Analytics","Healthcare","large","US","America/Los_Angeles",1649,"cancelled",4,35.10,"2024-12-12","2025-01-17","monthly","Switched competitor","Professional","professional",39.00
1070,"CorePro","Healthcare","medium","AU","Australia/Sydney",1650,"cancelled",2,8.50,"2024-06-27","2024-12-09","annual",NULL,"Starter","starter",12.00
1070,"CorePro","Healthcare","medium","AU","Australia/Sydney",1651,"active",6,99.00,"2024-12-09",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
1071,"UltraAnalytics","Finance","enterprise","SG","Asia/Singapore",1652,"cancelled",6,82.50,"2023-03-02","2023-11-16","annual",NULL,"Enterprise","enterprise",99.00
1071,"UltraAnalytics","Finance","enterprise","SG","Asia/Singapore",1653,"cancelled",2,10.00,"2023-11-16","2024-10-16","annual","Too expensive","Starter","starter",12.00
1072,"XenonCorp","Education","medium","US","America/Chicago",1654,"active",1,0.00,"2024-03-11",NULL,"annual",NULL,"Free","free",0.00
1073,"Quark HQ","Manufacturing","small","US","America/Chicago",1655,"cancelled",1,0.00,"2023-08-01","2025-06-01","monthly","Switched competitor","Free","free",0.00
1074,"Acme Dev","Healthcare","enterprise","FR","Europe/Paris",1656,"active",4,32.50,"2023-04-21",NULL,"annual",NULL,"Professional","professional",39.00
1075,"FlowSoftware","Manufacturing","medium","US","America/Chicago",1657,"active",2,10.20,"2025-04-12",NULL,"monthly",NULL,"Starter","starter",12.00
1076,"Zen Solutions","Healthcare","large","GB","Europe/London",1658,"cancelled",5,59.00,"2024-11-23","2025-03-13","monthly","Not using it","Professional Plus","professional",59.00
1076,"Zen Solutions","Healthcare","large","GB","Europe/London",1659,"cancelled",3,15.83,"2025-03-13","2025-09-16","annual","Missing features","Starter Plus","starter",19.00
1076,"Zen Solutions","Healthcare","large","GB","Europe/London",1660,"active",4,32.50,"2025-09-16",NULL,"annual",NULL,"Professional","professional",39.00
1077,"Jade Labs","Marketing","small","SG","Asia/Singapore",1661,"expired",4,39.00,"2025-05-08","2025-09-11","monthly","Switched competitor","Professional","professional",39.00
1077,"Jade Labs","Marketing","small","SG","Asia/Singapore",1662,"active",6,84.15,"2025-09-11",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
1078,"Pulse Digital","Legal","enterprise","CA","America/Toronto",1663,"cancelled",1,0.00,"2023-11-15","2024-07-16","annual","Switched competitor","Free","free",0.00
1078,"Pulse Digital","Legal","enterprise","CA","America/Toronto",1664,"active",1,0.00,"2024-07-16",NULL,"annual",NULL,"Free","free",0.00
1079,"Quark AI","Technology","large","SG","Asia/Singapore",1665,"active",6,99.00,"2025-01-02",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
1080,"KeenLabs","Logistics","large","US","America/Chicago",1666,"active",1,0.00,"2025-04-07",NULL,"monthly",NULL,"Free","free",0.00
1081,"Edge Software","Consulting","medium","CA","America/Toronto",1667,"active",3,19.00,"2023-04-15",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1082,"WarpWorks","E-commerce","large","FR","Europe/Paris",1668,"active",2,12.00,"2024-09-17",NULL,"monthly",NULL,"Starter","starter",12.00
1083,"KiteCorp","Logistics","small","US","America/New_York",1669,"expired",2,12.00,"2023-04-19","2023-12-14","monthly","Company reorganization","Starter","starter",12.00
1083,"KiteCorp","Logistics","small","US","America/New_York",1670,"cancelled",5,49.17,"2023-12-14","2023-08-12","annual",NULL,"Professional Plus","professional",59.00
1084,"GlowGroup","Insurance","medium","CA","America/Toronto",1671,"active",2,12.00,"2024-07-04",NULL,"monthly",NULL,"Starter","starter",12.00
1085,"EdgeDynamics","Telecommunications","small","DE","Europe/Berlin",1672,"active",5,59.00,"2025-01-25",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1086,"Cloud Corp","Consulting","small","CA","America/Toronto",1673,"active",4,39.00,"2023-03-29",NULL,"monthly",NULL,"Professional","professional",39.00
1087,"Kite Group","Logistics","medium","JP","Asia/Tokyo",1674,"active",5,49.17,"2024-11-17",NULL,"annual",NULL,"Professional Plus","professional",59.00
1088,"CloudVentures","Legal","small","DE","Europe/Berlin",1675,"active",3,15.83,"2024-05-21",NULL,"annual",NULL,"Starter Plus","starter",19.00
1089,"LinkOps","Manufacturing","small","DE","Europe/Berlin",1676,"cancelled",4,39.00,"2024-01-21","2024-12-31","monthly","Budget cuts","Professional","professional",39.00
1089,"LinkOps","Manufacturing","small","DE","Europe/Berlin",1677,"active",7,132.67,"2024-12-31",NULL,"annual",NULL,"Enterprise Custom","enterprise",199.00
1090,"Acme Digital","Media","small","US","America/Chicago",1678,"expired",2,10.00,"2025-04-25","2025-08-10","annual","Missing features","Starter","starter",12.00
1090,"Acme Digital","Media","small","US","America/Chicago",1679,"cancelled",5,59.00,"2025-08-10","2025-10-14","monthly",NULL,"Professional Plus","professional",59.00
1090,"Acme Digital","Media","small","US","America/Chicago",1680,"active",4,39.00,"2025-10-14",NULL,"monthly",NULL,"Professional","professional",39.00
1091,"GlowVentures","Insurance","small","DE","Europe/Berlin",1681,"expired",3,19.00,"2024-03-22","2024-07-06","monthly","Switched competitor","Starter Plus","starter",19.00
1091,"GlowVentures","Insurance","small","DE","Europe/Berlin",1682,"cancelled",4,39.00,"2024-07-06","2024-11-07","monthly",NULL,"Professional","professional",39.00
1092,"PulseStudio","Real Estate","large","US","America/Los_Angeles",1683,"active",2,12.00,"2024-02-22",NULL,"monthly",NULL,"Starter","starter",12.00
1093,"QuarkWorks","Healthcare","medium","IN","Asia/Kolkata",1684,"active",2,9.60,"2023-10-13",NULL,"monthly",NULL,"Starter","starter",12.00
1094,"BeamWorks","Retail","small","FR","Europe/Paris",1685,"cancelled",1,0.00,"2024-04-26","2024-09-25","monthly","Switched competitor","Free","free",0.00
1094,"BeamWorks","Retail","small","FR","Europe/Paris",1686,"active",4,39.00,"2024-09-25",NULL,"monthly",NULL,"Professional","professional",39.00
1095,"Quark Group","Media","medium","JP","Asia/Tokyo",1687,"active",5,49.17,"2024-04-17",NULL,"annual",NULL,"Professional Plus","professional",59.00
1096,"OnyxLogic","Media","medium","BR","America/Sao_Paulo",1688,"active",3,19.00,"2024-09-25",NULL,"monthly",NULL,"Starter Plus","starter",19.00
1097,"LinkAnalytics","Insurance","large","US","America/New_York",1689,"active",5,59.00,"2024-12-04",NULL,"monthly",NULL,"Professional Plus","professional",59.00
1098,"SageLogic","Technology","small","US","America/Chicago",1690,"active",3,15.83,"2024-09-02",NULL,"annual",NULL,"Starter Plus","starter",19.00
1099,"NovaCorp","Manufacturing","large","SG","Asia/Singapore",1691,"active",1,0.00,"2024-01-24",NULL,"monthly",NULL,"Free","free",0.00
1100,"Sync Logic","Manufacturing","large","DE","Europe/Berlin",1692,"active",5,49.17,"2023-02-21",NULL,"annual",NULL,"Professional Plus","professional",59.00
1101,"FluxHub","Media","small","BR","America/Sao_Paulo",1693,"active",4,39.00,"2024-06-02",NULL,"monthly",NULL,"Professional","professional",39.00
1102,"QuarkLogic","Insurance","small","SG","Asia/Singapore",1694,"active",2,12.00,"2024-10-09",NULL,"monthly",NULL,"Starter","starter",12.00
1103,"Luna Systems","Finance","small","DE","Europe/Berlin",1695,"active",2,12.00,"2024-04-30",NULL,"monthly",NULL,"Starter","starter",12.00
1104,"Luna Analytics","Legal","small","US","America/Chicago",1696,"cancelled",2,10.00,"2023-03-03","2025-07-13","annual","Budget cuts","Starter","starter",12.00
1105,"EchoNet","Media","small","GB","Europe/London",1697,"cancelled",5,49.17,"2025-03-15","2025-06-06","annual","Not using it","Professional Plus","professional",59.00
